pctf,data,intrare_day,iesire_day,total_day,cet_md,cet_ro,cet_ua,cet_ue,cet_other,zi_sapt,month,is_weekend
BASARABEASCA,2023-12-01,147,135,282,85,2,176,2,17,5,12,0
BASARABEASCA,2023-12-02,179,204,383,182,2,183,2,14,6,12,1
BASARABEASCA,2023-12-03,172,171,343,115,3,209,1,15,7,12,1
BASARABEASCA,2023-12-04,128,115,243,74,1,149,3,16,1,12,0
BASARABEASCA,2023-12-05,202,196,398,110,1,274,0,13,2,12,0
BASARABEASCA,2023-12-06,119,158,277,88,0,165,6,18,3,12,0
BASARABEASCA,2023-12-07,141,147,288,94,0,178,2,14,4,12,0
BASARABEASCA,2023-12-08,143,112,255,75,2,164,0,14,5,12,0
BASARABEASCA,2023-12-09,134,153,287,136,2,132,4,13,6,12,1
BASARABEASCA,2023-12-10,128,126,254,69,11,160,0,14,7,12,1
BASARABEASCA,2023-12-11,83,114,197,63,1,119,2,12,1,12,0
BASARABEASCA,2023-12-12,148,132,280,59,1,206,2,12,2,12,0
BASARABEASCA,2023-12-13,142,118,260,66,0,182,0,12,3,12,0
BASARABEASCA,2023-12-14,115,180,295,87,3,192,1,12,4,12,0
BASARABEASCA,2023-12-15,158,148,306,84,1,205,1,15,5,12,0
BASARABEASCA,2023-12-16,219,196,415,181,1,219,1,13,6,12,1
BASARABEASCA,2023-12-17,179,202,381,116,5,243,2,15,7,12,1
BASARABEASCA,2023-12-18,117,113,230,90,1,122,1,16,1,12,0
BASARABEASCA,2023-12-19,200,180,380,117,0,244,3,16,2,12,0
BASARABEASCA,2023-12-20,191,188,379,72,3,286,0,18,3,12,0
BASARABEASCA,2023-12-21,133,141,274,97,1,159,1,16,4,12,0
BASARABEASCA,2023-12-22,160,159,319,102,1,201,1,14,5,12,0
BASARABEASCA,2023-12-23,248,252,500,182,11,284,4,19,6,12,1
BASARABEASCA,2023-12-24,250,219,469,109,3,337,3,17,7,12,1
BASARABEASCA,2023-12-25,140,167,307,99,9,178,3,18,1,12,0
BASARABEASCA,2023-12-26,202,202,404,107,3,278,1,15,2,12,0
BASARABEASCA,2023-12-27,191,200,391,113,4,258,0,16,3,12,0
BASARABEASCA,2023-12-28,188,197,385,99,3,268,1,14,4,12,0
BASARABEASCA,2023-12-29,229,210,439,110,4,309,3,13,5,12,0
BASARABEASCA,2023-12-30,232,208,440,134,8,280,1,17,6,12,1
BASARABEASCA,2023-12-31,156,150,306,74,3,211,4,14,7,12,1
BASARABEASCA,2024-01-01,67,76,143,53,0,75,6,9,1,1,0
BASARABEASCA,2024-01-02,228,231,459,130,6,305,3,15,2,1,0
BASARABEASCA,2024-01-03,219,192,411,94,5,294,1,17,3,1,0
BASARABEASCA,2024-01-04,166,194,360,109,2,227,5,17,4,1,0
BASARABEASCA,2024-01-05,179,277,456,134,2,302,1,17,5,1,0
BASARABEASCA,2024-01-06,206,232,438,124,6,286,6,16,6,1,1
BASARABEASCA,2024-01-07,163,158,321,115,4,188,0,14,7,1,1
BASARABEASCA,2024-01-08,122,85,207,79,3,110,2,13,1,1,0
BASARABEASCA,2024-01-09,53,75,128,35,0,82,0,11,2,1,0
BASARABEASCA,2024-01-10,82,118,200,60,2,125,0,13,3,1,0
BASARABEASCA,2024-01-11,138,147,285,71,3,197,0,14,4,1,0
BASARABEASCA,2024-01-12,133,126,259,71,1,170,0,17,5,1,0
BASARABEASCA,2024-01-13,115,156,271,74,2,178,1,16,6,1,1
BASARABEASCA,2024-01-14,144,159,303,75,5,203,3,17,7,1,1
BASARABEASCA,2024-01-15,106,138,244,70,1,161,0,12,1,1,0
BASARABEASCA,2024-01-16,108,119,227,58,1,153,1,14,2,1,0
BASARABEASCA,2024-01-17,117,137,254,57,0,184,1,12,3,1,0
BASARABEASCA,2024-01-18,141,151,292,96,1,178,2,15,4,1,0
BASARABEASCA,2024-01-19,157,146,303,80,3,206,1,13,5,1,0
BASARABEASCA,2024-01-20,122,158,280,93,1,164,7,15,6,1,1
BASARABEASCA,2024-01-21,116,128,244,64,1,167,1,11,7,1,1
BASARABEASCA,2024-01-22,76,114,190,46,1,129,0,14,1,1,0
BASARABEASCA,2024-01-23,129,133,262,75,1,171,1,14,2,1,0
BASARABEASCA,2024-01-24,106,122,228,70,2,140,1,15,3,1,0
BASARABEASCA,2024-01-25,105,112,217,76,3,125,0,13,4,1,0
BASARABEASCA,2024-01-26,152,148,300,80,1,198,6,15,5,1,0
BASARABEASCA,2024-01-27,155,158,313,114,1,181,2,15,6,1,1
BASARABEASCA,2024-01-28,113,165,278,73,1,189,0,15,7,1,1
BASARABEASCA,2024-01-29,83,106,189,44,1,131,0,13,1,1,0
BASARABEASCA,2024-01-30,120,128,248,90,1,142,0,15,2,1,0
BASARABEASCA,2024-01-31,106,138,244,65,0,164,0,15,3,1,0
BASARABEASCA,2024-02-01,176,192,368,86,1,262,2,17,4,2,0
BASARABEASCA,2024-02-02,141,156,297,78,3,200,2,14,5,2,0
BASARABEASCA,2024-02-03,218,171,389,126,0,250,0,13,6,2,1
BASARABEASCA,2024-02-04,123,173,296,75,1,200,5,15,7,2,1
BASARABEASCA,2024-02-05,122,140,262,105,10,133,0,14,1,2,0
BASARABEASCA,2024-02-06,123,126,249,87,0,150,0,12,2,2,0
BASARABEASCA,2024-02-07,124,154,278,87,1,170,1,19,3,2,0
BASARABEASCA,2024-02-08,123,123,246,89,1,137,2,17,4,2,0
BASARABEASCA,2024-02-09,166,181,347,121,1,208,2,15,5,2,0
BASARABEASCA,2024-02-10,212,224,436,190,3,224,3,16,6,2,1
BASARABEASCA,2024-02-11,167,172,339,100,1,226,0,12,7,2,1
BASARABEASCA,2024-02-12,100,118,218,72,4,129,0,13,1,2,0
BASARABEASCA,2024-02-13,137,132,269,59,1,191,1,17,2,2,0
BASARABEASCA,2024-02-14,147,140,287,89,1,182,0,15,3,2,0
BASARABEASCA,2024-02-15,138,161,299,96,1,188,0,14,4,2,0
BASARABEASCA,2024-02-16,191,174,365,124,0,227,0,14,5,2,0
BASARABEASCA,2024-02-17,201,189,390,148,0,228,0,14,6,2,1
BASARABEASCA,2024-02-18,131,175,306,63,0,230,2,11,7,2,1
BASARABEASCA,2024-02-19,121,145,266,89,0,156,3,18,1,2,0
BASARABEASCA,2024-02-20,126,124,250,97,1,136,2,14,2,2,0
BASARABEASCA,2024-02-21,163,198,361,93,2,250,0,16,3,2,0
BASARABEASCA,2024-02-22,156,168,324,94,2,204,7,17,4,2,0
BASARABEASCA,2024-02-23,163,141,304,103,0,181,4,16,5,2,0
BASARABEASCA,2024-02-24,185,184,369,130,0,225,0,14,6,2,1
BASARABEASCA,2024-02-25,164,187,351,88,0,244,4,15,7,2,1
BASARABEASCA,2024-02-26,104,164,268,91,1,158,4,14,1,2,0
BASARABEASCA,2024-02-27,150,115,265,61,0,189,1,14,2,2,0
BASARABEASCA,2024-02-28,177,182,359,110,0,235,1,13,3,2,0
BASARABEASCA,2024-02-29,160,165,325,117,7,186,0,15,4,2,0
BASARABEASCA,2024-03-01,174,152,326,92,1,216,2,15,5,3,0
BASARABEASCA,2024-03-02,206,201,407,166,3,221,1,16,6,3,1
BASARABEASCA,2024-03-03,150,199,349,79,2,249,6,13,7,3,1
BASARABEASCA,2024-03-04,116,153,269,87,2,161,2,17,1,3,0
BASARABEASCA,2024-03-05,136,143,279,87,1,175,3,13,2,3,0
BASARABEASCA,2024-03-06,141,153,294,123,0,152,2,17,3,3,0
BASARABEASCA,2024-03-07,153,174,327,90,0,217,5,15,4,3,0
BASARABEASCA,2024-03-08,175,133,308,78,0,214,2,14,5,3,0
BASARABEASCA,2024-03-09,183,208,391,150,4,220,2,15,6,3,1
BASARABEASCA,2024-03-10,177,211,388,107,0,261,3,17,7,3,1
BASARABEASCA,2024-03-11,115,127,242,91,1,135,0,15,1,3,0
BASARABEASCA,2024-03-12,138,140,278,99,2,161,1,15,2,3,0
BASARABEASCA,2024-03-13,115,132,247,70,0,161,2,14,3,3,0
BASARABEASCA,2024-03-14,143,163,306,89,1,200,0,16,4,3,0
BASARABEASCA,2024-03-15,146,139,285,86,0,176,8,15,5,3,0
BASARABEASCA,2024-03-16,175,178,353,117,1,213,1,21,6,3,1
BASARABEASCA,2024-03-17,168,152,320,75,5,225,1,14,7,3,1
BASARABEASCA,2024-03-18,107,125,232,97,0,122,1,12,1,3,0
BASARABEASCA,2024-03-19,124,135,259,53,0,194,0,12,2,3,0
BASARABEASCA,2024-03-20,124,147,271,49,0,209,0,13,3,3,0
BASARABEASCA,2024-03-21,115,119,234,43,2,171,3,15,4,3,0
BASARABEASCA,2024-03-22,182,176,358,79,2,240,19,18,5,3,0
BASARABEASCA,2024-03-23,213,209,422,151,5,236,11,19,6,3,1
BASARABEASCA,2024-03-24,239,235,474,129,0,329,1,15,7,3,1
BASARABEASCA,2024-03-25,87,107,194,61,0,114,3,16,1,3,0
BASARABEASCA,2024-03-26,175,178,353,92,0,248,0,13,2,3,0
BASARABEASCA,2024-03-27,176,166,342,77,5,247,0,13,3,3,0
BASARABEASCA,2024-03-28,129,157,286,74,0,196,1,15,4,3,0
BASARABEASCA,2024-03-29,185,151,336,81,1,227,14,13,5,3,0
BASARABEASCA,2024-03-30,189,236,425,163,2,245,1,14,6,3,1
BASARABEASCA,2024-03-31,207,241,448,116,0,316,0,16,7,3,1
BASARABEASCA,2024-04-01,103,144,247,67,2,160,0,18,1,4,0
BASARABEASCA,2024-04-02,143,147,290,80,0,195,0,15,2,4,0
BASARABEASCA,2024-04-03,153,177,330,70,1,244,2,13,3,4,0
BASARABEASCA,2024-04-04,146,156,302,63,1,225,0,13,4,4,0
BASARABEASCA,2024-04-05,155,188,343,126,0,195,1,21,5,4,0
BASARABEASCA,2024-04-06,221,231,452,168,0,268,0,16,6,4,1
BASARABEASCA,2024-04-07,232,261,493,146,0,331,0,16,7,4,1
BASARABEASCA,2024-04-08,134,146,280,89,3,173,0,15,1,4,0
BASARABEASCA,2024-04-09,181,187,368,133,4,214,0,17,2,4,0
BASARABEASCA,2024-04-10,167,201,368,112,0,243,0,13,3,4,0
BASARABEASCA,2024-04-11,129,150,279,101,2,161,0,15,4,4,0
BASARABEASCA,2024-04-12,120,137,257,72,0,165,1,19,5,4,0
BASARABEASCA,2024-04-13,272,258,530,225,0,285,1,19,6,4,1
BASARABEASCA,2024-04-14,215,227,442,130,0,295,3,14,7,4,1
BASARABEASCA,2024-04-15,103,128,231,82,0,134,0,15,1,4,0
BASARABEASCA,2024-04-16,168,179,347,89,0,243,0,15,2,4,0
BASARABEASCA,2024-04-17,127,155,282,76,1,188,0,17,3,4,0
BASARABEASCA,2024-04-18,138,136,274,94,1,162,1,16,4,4,0
BASARABEASCA,2024-04-19,172,139,311,100,0,182,3,26,5,4,0
BASARABEASCA,2024-04-20,211,245,456,207,6,228,0,15,6,4,1
BASARABEASCA,2024-04-21,215,210,425,123,0,290,0,12,7,4,1
BASARABEASCA,2024-04-22,125,118,243,85,0,138,6,14,1,4,0
BASARABEASCA,2024-04-23,172,170,342,97,0,227,0,18,2,4,0
BASARABEASCA,2024-04-24,167,184,351,76,4,252,1,18,3,4,0
BASARABEASCA,2024-04-25,184,183,367,134,0,212,2,19,4,4,0
BASARABEASCA,2024-04-26,177,193,370,103,0,247,2,18,5,4,0
BASARABEASCA,2024-04-27,209,242,451,180,7,240,8,16,6,4,1
BASARABEASCA,2024-04-28,216,214,430,100,1,309,2,18,7,4,1
BASARABEASCA,2024-04-29,137,160,297,97,0,186,0,14,1,4,0
BASARABEASCA,2024-04-30,189,182,371,102,3,251,0,15,2,4,0
BASARABEASCA,2024-05-01,179,202,381,142,1,221,1,16,3,5,0
BASARABEASCA,2024-05-02,185,192,377,112,0,244,7,14,4,5,0
BASARABEASCA,2024-05-03,274,293,567,197,3,346,1,20,5,5,0
BASARABEASCA,2024-05-04,266,270,536,202,9,306,1,18,6,5,1
BASARABEASCA,2024-05-05,140,178,318,102,12,182,4,18,7,5,1
BASARABEASCA,2024-05-06,277,208,485,220,3,243,4,15,1,5,0
BASARABEASCA,2024-05-07,198,230,428,141,6,260,6,15,2,5,0
BASARABEASCA,2024-05-08,184,220,404,127,4,258,0,15,3,5,0
BASARABEASCA,2024-05-09,188,216,404,132,9,246,0,17,4,5,0
BASARABEASCA,2024-05-10,263,332,595,198,5,366,7,19,5,5,0
BASARABEASCA,2024-05-11,307,387,694,306,10,356,2,20,6,5,1
BASARABEASCA,2024-05-12,431,392,823,445,8,344,8,18,7,5,1
BASARABEASCA,2024-05-13,456,304,760,426,11,302,1,20,1,5,0
BASARABEASCA,2024-05-14,226,250,476,155,5,292,5,19,2,5,0
BASARABEASCA,2024-05-15,194,204,398,132,3,242,0,21,3,5,0
BASARABEASCA,2024-05-16,223,178,401,125,2,256,3,15,4,5,0
BASARABEASCA,2024-05-17,239,215,454,98,0,337,1,18,5,5,0
BASARABEASCA,2024-05-18,235,235,470,158,11,280,1,20,6,5,1
BASARABEASCA,2024-05-19,219,235,454,143,1,286,5,19,7,5,1
BASARABEASCA,2024-05-20,115,157,272,82,2,172,3,13,1,5,0
BASARABEASCA,2024-05-21,196,202,398,110,3,269,0,16,2,5,0
BASARABEASCA,2024-05-22,196,202,398,120,2,252,6,18,3,5,0
BASARABEASCA,2024-05-23,154,167,321,110,2,191,2,16,4,5,0
BASARABEASCA,2024-05-24,233,191,424,113,1,290,0,20,5,5,0
BASARABEASCA,2024-05-25,237,226,463,197,5,243,0,18,6,5,1
BASARABEASCA,2024-05-26,191,250,441,81,1,338,2,19,7,5,1
BASARABEASCA,2024-05-27,131,171,302,95,1,189,1,16,1,5,0
BASARABEASCA,2024-05-28,139,163,302,95,7,180,3,17,2,5,0
BASARABEASCA,2024-05-29,181,213,394,121,1,245,7,20,3,5,0
BASARABEASCA,2024-05-30,140,169,309,81,3,206,2,17,4,5,0
BASARABEASCA,2024-05-31,174,162,336,88,1,231,0,16,5,5,0
BASARABEASCA,2024-06-01,279,205,484,141,8,318,0,17,6,6,1
BASARABEASCA,2024-06-02,214,224,438,83,0,336,3,16,7,6,1
BASARABEASCA,2024-06-03,127,156,283,73,6,183,1,20,1,6,0
BASARABEASCA,2024-06-04,190,185,375,115,3,237,0,20,2,6,0
BASARABEASCA,2024-06-05,183,218,401,95,4,284,0,18,3,6,0
BASARABEASCA,2024-06-06,164,192,356,86,0,255,0,15,4,6,0
BASARABEASCA,2024-06-07,230,206,436,115,2,298,2,19,5,6,0
BASARABEASCA,2024-06-08,314,278,592,199,9,360,2,22,6,6,1
BASARABEASCA,2024-06-09,258,240,498,188,2,289,0,19,7,6,1
BASARABEASCA,2024-06-10,125,167,292,103,2,167,4,16,1,6,0
BASARABEASCA,2024-06-11,185,172,357,122,2,219,0,14,2,6,0
BASARABEASCA,2024-06-12,170,219,389,112,3,257,0,17,3,6,0
BASARABEASCA,2024-06-13,184,172,356,118,3,215,0,20,4,6,0
BASARABEASCA,2024-06-14,184,181,365,105,0,243,0,17,5,6,0
BASARABEASCA,2024-06-15,251,266,517,179,7,305,0,26,6,6,1
BASARABEASCA,2024-06-16,199,224,423,109,0,289,1,24,7,6,1
BASARABEASCA,2024-06-17,135,187,322,76,1,225,1,19,1,6,0
BASARABEASCA,2024-06-18,211,193,404,134,6,243,4,17,2,6,0
BASARABEASCA,2024-06-19,199,240,439,100,5,315,1,18,3,6,0
BASARABEASCA,2024-06-20,174,189,363,110,6,226,3,18,4,6,0
BASARABEASCA,2024-06-21,213,189,402,133,3,246,2,18,5,6,0
BASARABEASCA,2024-06-22,270,269,539,202,7,303,6,21,6,6,1
BASARABEASCA,2024-06-23,237,276,513,185,3,301,4,20,7,6,1
BASARABEASCA,2024-06-24,158,177,335,125,4,187,3,16,1,6,0
BASARABEASCA,2024-06-25,133,206,339,103,2,211,3,20,2,6,0
BASARABEASCA,2024-06-26,241,217,458,134,7,294,2,21,3,6,0
BASARABEASCA,2024-06-27,198,188,386,126,3,240,0,17,4,6,0
BASARABEASCA,2024-06-28,212,231,443,158,3,258,0,24,5,6,0
BASARABEASCA,2024-06-29,246,241,487,174,1,290,4,18,6,6,1
BASARABEASCA,2024-06-30,234,208,442,129,4,290,0,19,7,6,1
BASARABEASCA,2024-07-01,113,124,237,78,1,141,0,17,1,7,0
BASARABEASCA,2024-07-02,168,165,333,117,2,191,3,20,2,7,0
BASARABEASCA,2024-07-03,155,202,357,95,1,246,0,15,3,7,0
BASARABEASCA,2024-07-04,172,197,369,143,0,210,1,15,4,7,0
BASARABEASCA,2024-07-05,226,250,476,149,5,302,2,18,5,7,0
BASARABEASCA,2024-07-06,246,242,488,173,10,285,0,20,6,7,1
BASARABEASCA,2024-07-07,242,255,497,139,2,336,3,17,7,7,1
BASARABEASCA,2024-07-08,186,183,369,147,5,194,3,20,1,7,0
BASARABEASCA,2024-07-09,153,196,349,73,0,257,3,16,2,7,0
BASARABEASCA,2024-07-10,183,204,387,132,0,237,3,15,3,7,0
BASARABEASCA,2024-07-11,139,176,315,89,0,208,1,17,4,7,0
BASARABEASCA,2024-07-12,258,239,497,213,4,257,6,17,5,7,0
BASARABEASCA,2024-07-13,241,243,484,176,4,278,8,18,6,7,1
BASARABEASCA,2024-07-14,285,267,552,171,5,355,3,18,7,7,1
BASARABEASCA,2024-07-15,126,194,320,85,0,211,8,16,1,7,0
BASARABEASCA,2024-07-16,190,235,425,124,1,278,2,20,2,7,0
BASARABEASCA,2024-07-17,188,162,350,105,9,218,1,17,3,7,0
BASARABEASCA,2024-07-18,201,212,413,126,3,256,6,22,4,7,0
BASARABEASCA,2024-07-19,200,218,418,115,4,277,3,19,5,7,0
BASARABEASCA,2024-07-20,291,309,600,249,4,318,9,20,6,7,1
BASARABEASCA,2024-07-21,334,287,621,165,14,416,5,21,7,7,1
BASARABEASCA,2024-07-22,169,228,397,121,7,244,5,20,1,7,0
BASARABEASCA,2024-07-23,157,215,372,135,4,210,3,20,2,7,0
BASARABEASCA,2024-07-24,235,200,435,125,6,278,9,17,3,7,0
BASARABEASCA,2024-07-25,167,188,355,116,1,220,4,14,4,7,0
BASARABEASCA,2024-07-26,242,226,468,115,1,327,8,17,5,7,0
BASARABEASCA,2024-07-27,221,247,468,150,4,285,10,19,6,7,1
BASARABEASCA,2024-07-28,260,265,525,148,2,348,7,20,7,7,1
BASARABEASCA,2024-07-29,166,181,347,88,4,226,9,20,1,7,0
BASARABEASCA,2024-07-30,224,244,468,168,12,263,4,21,2,7,0
BASARABEASCA,2024-07-31,256,209,465,141,6,297,1,20,3,7,0
BASARABEASCA,2024-08-01,190,190,380,120,2,238,3,17,4,8,0
BASARABEASCA,2024-08-02,225,253,478,165,5,281,5,22,5,8,0
BASARABEASCA,2024-08-03,283,281,564,199,15,330,3,17,6,8,1
BASARABEASCA,2024-08-04,276,282,558,174,21,340,2,21,7,8,1
BASARABEASCA,2024-08-05,154,206,360,126,2,211,3,18,1,8,0
BASARABEASCA,2024-08-06,199,220,419,115,2,277,3,22,2,8,0
BASARABEASCA,2024-08-07,229,248,477,140,13,301,0,23,3,8,0
BASARABEASCA,2024-08-08,142,183,325,107,0,202,0,16,4,8,0
BASARABEASCA,2024-08-09,236,256,492,185,4,278,1,24,5,8,0
BASARABEASCA,2024-08-10,256,287,543,158,5,358,0,22,6,8,1
BASARABEASCA,2024-08-11,323,300,623,188,11,399,8,17,7,8,1
BASARABEASCA,2024-08-12,210,251,461,142,3,300,0,16,1,8,0
BASARABEASCA,2024-08-13,194,231,425,148,3,254,2,18,2,8,0
BASARABEASCA,2024-08-14,208,232,440,107,8,304,2,19,3,8,0
BASARABEASCA,2024-08-15,194,255,449,169,2,257,2,19,4,8,0
BASARABEASCA,2024-08-16,214,242,456,138,5,290,2,21,5,8,0
BASARABEASCA,2024-08-17,219,288,507,196,4,274,5,28,6,8,1
BASARABEASCA,2024-08-18,332,243,575,197,4,348,8,18,7,8,1
BASARABEASCA,2024-08-19,167,194,361,154,5,182,2,18,1,8,0
BASARABEASCA,2024-08-20,201,158,359,98,2,235,4,20,2,8,0
BASARABEASCA,2024-08-21,205,205,410,107,1,281,1,20,3,8,0
BASARABEASCA,2024-08-22,215,233,448,150,7,268,4,19,4,8,0
BASARABEASCA,2024-08-23,209,241,450,213,5,215,1,16,5,8,0
BASARABEASCA,2024-08-24,254,290,544,212,8,297,5,22,6,8,1
BASARABEASCA,2024-08-25,273,262,535,151,17,339,8,20,7,8,1
BASARABEASCA,2024-08-26,209,199,408,164,9,214,2,19,1,8,0
BASARABEASCA,2024-08-27,224,256,480,165,4,293,4,14,2,8,0
BASARABEASCA,2024-08-28,217,222,439,136,8,267,8,20,3,8,0
BASARABEASCA,2024-08-29,173,177,350,94,4,228,5,19,4,8,0
BASARABEASCA,2024-08-30,213,235,448,153,7,269,1,18,5,8,0
BASARABEASCA,2024-08-31,265,273,538,238,9,271,2,18,6,8,1
BASARABEASCA,2024-09-01,247,219,466,126,8,314,1,17,7,9,1
BASARABEASCA,2024-09-02,124,160,284,81,7,173,3,20,1,9,0
BASARABEASCA,2024-09-03,174,180,354,105,6,226,3,14,2,9,0
BASARABEASCA,2024-09-04,172,173,345,136,2,193,0,14,3,9,0
BASARABEASCA,2024-09-05,153,125,278,84,3,171,4,16,4,9,0
BASARABEASCA,2024-09-06,205,196,401,143,3,233,3,19,5,9,0
BASARABEASCA,2024-09-07,245,272,517,159,11,324,5,18,6,9,1
BASARABEASCA,2024-09-08,293,272,565,143,12,390,4,16,7,9,1
BASARABEASCA,2024-09-09,131,160,291,86,1,184,3,17,1,9,0
BASARABEASCA,2024-09-10,156,184,340,86,3,234,2,15,2,9,0
BASARABEASCA,2024-09-11,194,198,392,130,8,230,5,19,3,9,0
BASARABEASCA,2024-09-12,124,124,248,83,0,146,2,17,4,9,0
BASARABEASCA,2024-09-13,172,178,350,107,1,228,1,13,5,9,0
BASARABEASCA,2024-09-14,230,238,468,179,1,260,8,20,6,9,1
BASARABEASCA,2024-09-15,183,194,377,97,2,263,0,15,7,9,1
BASARABEASCA,2024-09-16,94,109,203,64,3,121,0,15,1,9,0
BASARABEASCA,2024-09-17,116,110,226,57,0,155,1,13,2,9,0
BASARABEASCA,2024-09-18,147,157,304,77,4,208,0,15,3,9,0
BASARABEASCA,2024-09-19,212,184,396,123,3,254,0,16,4,9,0
BASARABEASCA,2024-09-20,200,198,398,129,7,243,4,15,5,9,0
BASARABEASCA,2024-09-21,260,285,545,217,2,309,0,17,6,9,1
BASARABEASCA,2024-09-22,232,221,453,109,4,323,0,17,7,9,1
BASARABEASCA,2024-09-23,119,140,259,79,0,162,4,14,1,9,0
BASARABEASCA,2024-09-24,153,152,305,80,0,211,1,13,2,9,0
BASARABEASCA,2024-09-25,131,169,300,76,2,197,7,18,3,9,0
BASARABEASCA,2024-09-26,128,148,276,103,2,157,1,13,4,9,0
BASARABEASCA,2024-09-27,191,211,402,124,2,257,0,19,5,9,0
BASARABEASCA,2024-09-28,237,241,478,194,4,261,2,17,6,9,1
BASARABEASCA,2024-09-29,252,247,499,152,2,327,2,16,7,9,1
BASARABEASCA,2024-09-30,149,157,306,110,8,176,0,12,1,9,0
BASARABEASCA,2024-10-01,138,122,260,79,2,164,0,15,2,10,0
BASARABEASCA,2024-10-02,159,180,339,99,2,222,2,14,3,10,0
BASARABEASCA,2024-10-03,186,201,387,142,4,222,3,16,4,10,0
BASARABEASCA,2024-10-04,201,184,385,135,8,224,0,18,5,10,0
BASARABEASCA,2024-10-05,278,281,559,238,1,303,0,17,6,10,1
BASARABEASCA,2024-10-06,193,206,399,99,2,284,0,14,7,10,1
BASARABEASCA,2024-10-07,148,166,314,113,1,182,1,17,1,10,0
BASARABEASCA,2024-10-08,205,184,389,99,0,272,2,16,2,10,0
BASARABEASCA,2024-10-09,227,237,464,150,4,290,2,18,3,10,0
BASARABEASCA,2024-10-10,152,152,304,97,0,190,1,16,4,10,0
BASARABEASCA,2024-10-11,205,189,394,115,1,264,0,14,5,10,0
BASARABEASCA,2024-10-12,212,255,467,140,5,303,3,16,6,10,1
BASARABEASCA,2024-10-13,280,294,574,184,0,368,6,16,7,10,1
BASARABEASCA,2024-10-14,148,162,310,97,1,196,0,16,1,10,0
BASARABEASCA,2024-10-15,184,210,394,153,2,220,2,17,2,10,0
BASARABEASCA,2024-10-16,208,208,416,102,3,292,4,15,3,10,0
BASARABEASCA,2024-10-17,147,175,322,127,3,172,4,16,4,10,0
BASARABEASCA,2024-10-18,209,195,404,100,4,283,1,16,5,10,0
BASARABEASCA,2024-10-19,260,268,528,169,4,330,6,19,6,10,1
BASARABEASCA,2024-10-20,262,262,524,133,2,373,1,15,7,10,1
BASARABEASCA,2024-10-21,131,164,295,81,0,196,4,14,1,10,0
BASARABEASCA,2024-10-22,166,195,361,112,1,229,4,15,2,10,0
BASARABEASCA,2024-10-23,207,166,373,121,1,238,0,13,3,10,0
BASARABEASCA,2024-10-24,188,189,377,104,8,250,0,15,4,10,0
BASARABEASCA,2024-10-25,188,181,369,122,2,228,2,15,5,10,0
BASARABEASCA,2024-10-26,343,312,655,210,7,405,16,17,6,10,1
BASARABEASCA,2024-10-27,286,339,625,125,4,480,0,16,7,10,1
BASARABEASCA,2024-10-28,134,165,299,95,2,178,2,22,1,10,0
BASARABEASCA,2024-10-29,196,219,415,109,4,273,12,17,2,10,0
BASARABEASCA,2024-10-30,179,219,398,103,0,282,0,13,3,10,0
BASARABEASCA,2024-10-31,148,162,310,93,1,194,6,16,4,10,0
BASARABEASCA,2024-11-01,184,194,378,101,1,262,0,14,5,11,0
BASARABEASCA,2024-11-02,294,272,566,212,0,317,20,17,6,11,1
BASARABEASCA,2024-11-03,301,298,599,209,4,367,1,18,7,11,1
BASARABEASCA,2024-11-04,128,157,285,90,2,177,0,16,1,11,0
BASARABEASCA,2024-11-05,170,154,324,83,0,226,0,15,2,11,0
BASARABEASCA,2024-11-06,186,206,392,70,3,304,0,15,3,11,0
BASARABEASCA,2024-11-07,168,137,305,91,0,198,1,15,4,11,0
BASARABEASCA,2024-11-08,214,218,432,160,4,246,2,20,5,11,0
BASARABEASCA,2024-11-09,208,225,433,133,3,276,3,18,6,11,1
BASARABEASCA,2024-11-10,202,216,418,108,4,290,1,15,7,11,1
BASARABEASCA,2024-11-11,90,126,216,52,0,147,4,13,1,11,0
BASARABEASCA,2024-11-12,180,174,354,107,0,228,1,18,2,11,0
BASARABEASCA,2024-11-13,161,172,333,83,2,234,0,14,3,11,0
BASARABEASCA,2024-11-14,144,157,301,97,2,185,0,17,4,11,0
BASARABEASCA,2024-11-15,196,193,389,141,0,233,2,13,5,11,0
BASARABEASCA,2024-11-16,245,277,522,216,4,286,3,13,6,11,1
BASARABEASCA,2024-11-17,213,187,400,113,4,267,0,16,7,11,1
BASARABEASCA,2024-11-18,109,129,238,72,2,148,0,16,1,11,0
BASARABEASCA,2024-11-19,153,172,325,91,1,209,7,17,2,11,0
BASARABEASCA,2024-11-20,176,182,358,99,1,245,0,13,3,11,0
BASARABEASCA,2024-11-21,152,134,286,82,0,183,5,16,4,11,0
BASARABEASCA,2024-11-22,208,218,426,165,3,242,0,16,5,11,0
BASARABEASCA,2024-11-23,222,207,429,182,0,235,0,12,6,11,1
BASARABEASCA,2024-11-24,258,248,506,231,4,253,2,16,7,11,1
BASARABEASCA,2024-11-25,117,157,274,83,2,174,0,15,1,11,0
BASARABEASCA,2024-11-26,161,149,310,79,1,216,0,14,2,11,0
BASARABEASCA,2024-11-27,174,171,345,95,2,234,2,12,3,11,0
BASARABEASCA,2024-11-28,159,159,318,99,2,202,0,15,4,11,0
BASARABEASCA,2024-11-29,153,155,308,92,0,200,1,15,5,11,0
BASARABEASCA,2024-11-30,230,235,465,184,6,257,0,18,6,11,1
