pctf,data,intrare_day,iesire_day,total_day,car_in,car_out,bus_in,bus_out,light_trucks_in,light_trucks_out,trucks_in,trucks_out,zi_sapt,month,is_weekend
BASARABEASCA,2023-10-11,30,40,70,27,35,1,1,0,0,2,4,3,10,0
BASARABEASCA,2023-10-12,35,48,83,32,42,1,2,0,0,2,4,4,10,0
BASARABEASCA,2023-10-13,46,51,97,41,45,2,1,0,0,3,5,5,10,0
BASARABEASCA,2023-10-14,49,58,107,48,54,1,2,0,0,0,2,6,10,1
BASARABEASCA,2023-10-15,42,46,88,38,44,2,1,0,0,2,1,7,10,1
BASARABEASCA,2023-10-16,28,41,69,27,36,1,2,0,0,0,3,1,10,0
BASARABEASCA,2023-10-17,44,51,95,37,46,2,1,0,0,5,4,2,10,0
BASARABEASCA,2023-10-18,30,43,73,27,39,1,1,0,0,2,3,3,10,0
BASARABEASCA,2023-10-19,26,31,57,22,25,2,2,0,0,2,4,4,10,0
BASARABEASCA,2023-10-20,31,40,71,28,35,2,1,0,0,1,4,5,10,0
BASARABEASCA,2023-10-21,40,51,91,38,42,1,2,0,0,1,7,6,10,1
BASARABEASCA,2023-10-22,39,53,92,36,45,2,2,0,0,1,6,7,10,1
BASARABEASCA,2023-10-23,28,38,66,24,32,1,2,0,0,3,4,1,10,0
BASARABEASCA,2023-10-24,32,41,73,29,37,2,1,0,0,1,3,2,10,0
BASARABEASCA,2023-10-25,22,28,50,17,24,1,1,0,0,4,3,3,10,0
BASARABEASCA,2023-10-26,21,35,56,18,26,1,2,0,0,2,7,4,10,0
BASARABEASCA,2023-10-27,34,34,68,29,26,2,1,0,0,3,7,5,10,0
BASARABEASCA,2023-10-28,37,77,114,33,59,2,3,0,0,2,15,6,10,1
BASARABEASCA,2023-10-29,61,54,115,57,47,2,2,0,0,2,5,7,10,1
BASARABEASCA,2023-10-30,28,32,60,26,27,1,2,0,0,1,3,1,10,0
BASARABEASCA,2023-10-31,27,36,63,23,30,2,1,0,0,2,5,2,10,0
BASARABEASCA,2023-11-01,31,39,70,27,33,2,2,0,0,2,4,3,11,0
BASARABEASCA,2023-11-02,19,32,51,17,25,1,2,0,0,1,5,4,11,0
BASARABEASCA,2023-11-03,35,37,72,32,34,2,1,0,0,1,2,5,11,0
BASARABEASCA,2023-11-04,45,52,97,39,44,1,2,0,0,5,6,6,11,1
BASARABEASCA,2023-11-05,49,58,107,45,54,2,2,0,0,2,2,7,11,1
BASARABEASCA,2023-11-06,16,25,41,15,22,1,2,0,0,0,1,1,11,0
BASARABEASCA,2023-11-07,29,39,68,26,31,2,1,0,0,1,7,2,11,0
BASARABEASCA,2023-11-08,23,29,52,19,23,1,1,0,0,3,5,3,11,0
BASARABEASCA,2023-11-09,27,40,67,25,28,1,2,0,0,1,10,4,11,0
BASARABEASCA,2023-11-10,38,56,94,34,49,2,1,0,0,2,6,5,11,0
BASARABEASCA,2023-11-11,46,61,107,42,51,1,2,0,0,3,8,6,11,1
BASARABEASCA,2023-11-12,39,39,78,36,33,2,1,0,0,1,5,7,11,1
BASARABEASCA,2023-11-13,12,27,39,11,23,1,2,0,0,0,2,1,11,0
BASARABEASCA,2023-11-14,31,40,71,26,32,2,1,0,0,3,7,2,11,0
BASARABEASCA,2023-11-15,21,34,55,18,30,1,1,0,0,2,3,3,11,0
BASARABEASCA,2023-11-16,21,35,56,19,30,1,2,0,0,1,3,4,11,0
BASARABEASCA,2023-11-17,30,41,71,26,37,2,1,0,0,2,3,5,11,0
BASARABEASCA,2023-11-18,40,48,88,36,43,1,2,0,0,3,3,6,11,1
BASARABEASCA,2023-11-19,40,50,90,38,44,2,1,0,0,0,5,7,11,1
BASARABEASCA,2023-11-20,27,29,56,25,24,1,2,0,0,1,3,1,11,0
BASARABEASCA,2023-11-21,32,43,75,29,36,2,1,0,0,1,6,2,11,0
BASARABEASCA,2023-11-22,21,34,55,20,30,1,1,0,0,0,3,3,11,0
BASARABEASCA,2023-11-23,29,32,61,27,27,1,2,0,0,1,3,4,11,0
BASARABEASCA,2023-11-24,35,45,80,33,41,2,1,0,0,0,3,5,11,0
BASARABEASCA,2023-11-25,44,53,97,39,49,1,2,0,0,4,2,6,11,1
BASARABEASCA,2023-11-26,12,13,25,11,12,1,1,0,0,0,0,7,11,1
BASARABEASCA,2023-11-27,6,8,14,6,8,0,0,0,0,0,0,1,11,0
BASARABEASCA,2023-11-28,23,35,58,20,32,2,1,0,0,1,2,2,11,0
BASARABEASCA,2023-11-29,23,29,52,22,26,1,1,0,0,0,2,3,11,0
BASARABEASCA,2023-11-30,28,36,64,26,32,1,3,0,0,1,1,4,11,0
BASARABEASCA,2023-12-01,27,37,64,21,33,2,1,0,0,4,3,5,12,0
BASARABEASCA,2023-12-02,48,57,105,47,53,1,2,0,0,0,2,6,12,1
BASARABEASCA,2023-12-03,33,45,78,31,43,2,1,0,0,0,1,7,12,1
BASARABEASCA,2023-12-04,31,28,59,28,24,1,2,0,0,2,2,1,12,0
BASARABEASCA,2023-12-05,32,40,72,30,38,2,1,0,0,0,1,2,12,0
BASARABEASCA,2023-12-06,24,34,58,23,31,1,1,0,0,0,2,3,12,0
BASARABEASCA,2023-12-07,27,33,60,25,27,1,2,0,0,1,4,4,12,0
BASARABEASCA,2023-12-08,26,31,57,24,29,2,1,0,0,0,1,5,12,0
BASARABEASCA,2023-12-09,27,36,63,25,29,1,2,0,0,1,5,6,12,1
BASARABEASCA,2023-12-10,29,35,64,27,30,2,1,0,0,0,4,7,12,1
BASARABEASCA,2023-12-11,21,32,53,20,25,1,2,0,0,0,5,1,12,0
BASARABEASCA,2023-12-12,24,25,49,19,21,2,1,0,0,3,3,2,12,0
BASARABEASCA,2023-12-13,27,29,56,25,27,1,1,0,0,1,1,3,12,0
BASARABEASCA,2023-12-14,21,36,57,19,26,1,2,0,0,1,8,4,12,0
BASARABEASCA,2023-12-15,27,35,62,25,32,2,1,0,0,0,2,5,12,0
BASARABEASCA,2023-12-16,39,39,78,35,35,1,2,0,0,3,2,6,12,1
BASARABEASCA,2023-12-17,27,44,71,24,41,2,1,0,0,1,2,7,12,1
BASARABEASCA,2023-12-18,26,28,54,25,24,1,2,0,0,0,2,1,12,0
BASARABEASCA,2023-12-19,34,42,76,30,38,3,2,0,0,1,2,2,12,0
BASARABEASCA,2023-12-20,32,43,75,31,39,1,2,0,0,0,2,3,12,0
BASARABEASCA,2023-12-21,26,39,65,24,35,2,2,0,0,0,2,4,12,0
BASARABEASCA,2023-12-22,31,43,74,28,39,2,2,0,0,1,2,5,12,0
BASARABEASCA,2023-12-23,52,65,117,48,55,3,3,0,0,1,7,6,12,1
BASARABEASCA,2023-12-24,38,37,75,36,33,2,2,0,0,0,2,7,12,1
BASARABEASCA,2023-12-25,27,37,64,25,30,2,2,0,0,0,5,1,12,0
BASARABEASCA,2023-12-26,36,46,82,33,39,2,2,0,0,1,5,2,12,0
BASARABEASCA,2023-12-27,34,51,85,32,47,2,2,0,0,0,2,3,12,0
BASARABEASCA,2023-12-28,31,48,79,27,35,2,2,0,0,2,11,4,12,0
BASARABEASCA,2023-12-29,36,44,80,34,38,2,2,0,0,0,4,5,12,0
BASARABEASCA,2023-12-30,44,47,91,42,38,2,5,0,0,0,4,6,12,1
BASARABEASCA,2023-12-31,26,32,58,24,28,2,2,0,0,0,2,7,12,1
BASARABEASCA,2024-01-01,19,19,38,17,15,1,1,0,0,1,3,1,1,0
BASARABEASCA,2024-01-02,36,48,84,34,44,2,3,0,0,0,1,2,1,0
BASARABEASCA,2024-01-03,32,39,71,29,31,2,2,0,1,1,5,3,1,0
BASARABEASCA,2024-01-04,26,37,63,24,32,2,2,0,0,0,3,4,1,0
BASARABEASCA,2024-01-05,32,55,87,30,52,2,2,0,0,0,1,5,1,0
BASARABEASCA,2024-01-06,33,44,77,29,39,2,2,0,0,2,3,6,1,1
BASARABEASCA,2024-01-07,34,38,72,32,35,1,1,0,0,1,2,7,1,1
BASARABEASCA,2024-01-08,26,17,43,23,13,2,2,0,0,1,2,1,1,0
BASARABEASCA,2024-01-09,10,16,26,10,16,0,0,0,0,0,0,2,1,0
BASARABEASCA,2024-01-10,19,23,42,16,20,2,3,0,0,1,0,3,1,0
BASARABEASCA,2024-01-11,23,29,52,21,25,2,2,0,0,0,2,4,1,0
BASARABEASCA,2024-01-12,24,27,51,22,21,2,2,0,0,0,4,5,1,0
BASARABEASCA,2024-01-13,24,32,56,22,29,2,2,0,0,0,1,6,1,1
BASARABEASCA,2024-01-14,18,29,47,16,26,2,2,0,0,0,1,7,1,1
BASARABEASCA,2024-01-15,18,29,47,16,24,2,2,0,0,0,3,1,1,0
BASARABEASCA,2024-01-16,19,22,41,16,20,2,1,0,0,1,1,2,1,0
BASARABEASCA,2024-01-17,23,30,53,20,23,1,2,0,0,2,5,3,1,0
BASARABEASCA,2024-01-18,22,30,52,20,23,2,3,0,0,0,4,4,1,0
BASARABEASCA,2024-01-19,22,26,48,20,21,2,2,0,0,0,3,5,1,0
BASARABEASCA,2024-01-20,24,28,52,21,24,2,2,0,0,1,2,6,1,1
BASARABEASCA,2024-01-21,14,17,31,12,13,2,2,0,0,0,2,7,1,1
BASARABEASCA,2024-01-22,14,23,37,12,19,2,3,0,0,0,1,1,1,0
BASARABEASCA,2024-01-23,21,29,50,19,27,2,1,0,0,0,1,2,1,0
BASARABEASCA,2024-01-24,21,23,44,18,19,1,2,0,0,2,2,3,1,0
BASARABEASCA,2024-01-25,16,26,42,14,22,2,2,0,0,0,2,4,1,0
BASARABEASCA,2024-01-26,35,41,76,32,35,2,2,0,0,1,4,5,1,0
BASARABEASCA,2024-01-27,33,45,78,31,41,2,2,0,0,0,2,6,1,1
BASARABEASCA,2024-01-28,24,38,62,20,33,2,2,0,0,2,3,7,1,1
BASARABEASCA,2024-01-29,16,20,36,14,17,2,2,0,0,0,1,1,1,0
BASARABEASCA,2024-01-30,24,33,57,22,31,2,1,0,0,0,1,2,1,0
BASARABEASCA,2024-01-31,17,29,46,16,26,1,2,0,0,0,1,3,1,0
BASARABEASCA,2024-02-01,27,33,60,24,27,2,3,0,0,1,3,4,2,0
BASARABEASCA,2024-02-02,21,34,55,19,31,2,1,0,1,0,1,5,2,0
BASARABEASCA,2024-02-03,33,45,78,32,30,1,2,0,0,0,13,6,2,1
BASARABEASCA,2024-02-04,28,39,67,25,33,2,2,0,0,1,4,7,2,1
BASARABEASCA,2024-02-05,32,41,73,29,37,2,2,0,0,1,2,1,2,0
BASARABEASCA,2024-02-06,28,40,68,26,34,2,1,0,0,0,5,2,2,0
BASARABEASCA,2024-02-07,21,31,52,19,27,1,2,0,0,1,2,3,2,0
BASARABEASCA,2024-02-08,32,36,68,30,32,2,2,0,0,0,2,4,2,0
BASARABEASCA,2024-02-09,36,43,79,31,39,2,1,0,0,3,3,5,2,0
BASARABEASCA,2024-02-10,45,55,100,44,49,1,2,0,0,0,4,6,2,1
BASARABEASCA,2024-02-11,26,37,63,23,31,2,2,0,0,1,4,7,2,1
BASARABEASCA,2024-02-12,25,28,53,21,25,2,1,0,0,2,2,1,2,0
BASARABEASCA,2024-02-13,19,20,39,18,16,1,0,0,0,0,4,2,2,0
BASARABEASCA,2024-02-14,27,42,69,25,37,0,1,0,0,2,4,3,2,0
BASARABEASCA,2024-02-15,27,42,69,24,36,1,1,0,0,2,5,4,2,0
BASARABEASCA,2024-02-16,33,43,76,28,41,1,0,0,0,4,2,5,2,0
BASARABEASCA,2024-02-17,37,39,76,35,35,1,3,0,0,1,1,6,2,1
BASARABEASCA,2024-02-18,16,31,47,12,24,2,2,0,0,2,5,7,2,1
BASARABEASCA,2024-02-19,29,32,61,25,23,2,2,0,0,2,7,1,2,0
BASARABEASCA,2024-02-20,19,28,47,17,26,2,1,0,0,0,1,2,2,0
BASARABEASCA,2024-02-21,29,39,68,27,33,1,2,0,0,1,4,3,2,0
BASARABEASCA,2024-02-22,22,40,62,20,36,2,2,0,0,0,2,4,2,0
BASARABEASCA,2024-02-23,28,37,65,25,29,2,1,0,0,1,7,5,2,0
BASARABEASCA,2024-02-24,34,41,75,32,30,1,3,0,0,1,8,6,2,1
BASARABEASCA,2024-02-25,26,36,62,24,30,2,2,0,0,0,4,7,2,1
BASARABEASCA,2024-02-26,22,39,61,20,34,2,2,0,0,0,3,1,2,0
BASARABEASCA,2024-02-27,24,24,48,22,20,2,1,0,0,0,3,2,2,0
BASARABEASCA,2024-02-28,24,32,56,23,29,1,2,0,0,0,1,3,2,0
BASARABEASCA,2024-02-29,28,43,71,26,37,2,2,0,0,0,4,4,2,0
BASARABEASCA,2024-03-01,30,30,60,28,26,2,1,0,0,0,3,5,3,0
BASARABEASCA,2024-03-02,32,44,76,31,40,1,2,0,0,0,2,6,3,1
BASARABEASCA,2024-03-03,27,38,65,24,34,2,2,0,0,1,2,7,3,1
BASARABEASCA,2024-03-04,31,26,57,25,21,2,2,0,0,4,3,1,3,0
BASARABEASCA,2024-03-05,25,40,65,23,34,2,1,0,0,0,5,2,3,0
BASARABEASCA,2024-03-06,33,40,73,32,36,1,2,0,0,0,2,3,3,0
BASARABEASCA,2024-03-07,24,31,55,22,27,2,2,0,0,0,2,4,3,0
BASARABEASCA,2024-03-08,25,27,52,23,25,2,1,0,0,0,1,5,3,0
BASARABEASCA,2024-03-09,34,50,84,31,40,1,3,0,0,2,7,6,3,1
BASARABEASCA,2024-03-10,34,37,71,31,34,2,2,0,0,1,1,7,3,1
BASARABEASCA,2024-03-11,26,30,56,24,28,2,1,0,0,0,1,1,3,0
BASARABEASCA,2024-03-12,36,42,78,33,39,1,1,0,0,2,2,2,3,0
BASARABEASCA,2024-03-13,21,26,47,19,23,1,2,0,0,1,1,3,3,0
BASARABEASCA,2024-03-14,34,37,71,31,32,2,2,0,0,1,3,4,3,0
BASARABEASCA,2024-03-15,25,34,59,22,32,2,1,0,0,1,1,5,3,0
BASARABEASCA,2024-03-16,27,37,64,26,31,1,2,0,0,0,4,6,3,1
BASARABEASCA,2024-03-17,29,26,55,26,24,2,2,0,0,1,0,7,3,1
BASARABEASCA,2024-03-18,22,35,57,20,32,2,2,0,0,0,1,1,3,0
BASARABEASCA,2024-03-19,21,26,47,18,20,2,1,0,0,1,5,2,3,0
BASARABEASCA,2024-03-20,19,30,49,18,25,1,2,0,0,0,3,3,3,0
BASARABEASCA,2024-03-21,24,36,60,22,32,2,3,0,0,0,1,4,3,0
BASARABEASCA,2024-03-22,29,30,59,26,28,2,1,0,0,1,1,5,3,0
BASARABEASCA,2024-03-23,36,47,83,34,41,2,3,0,0,0,3,6,3,1
BASARABEASCA,2024-03-24,38,37,75,35,33,2,2,0,0,1,2,7,3,1
BASARABEASCA,2024-03-25,24,37,61,22,31,2,2,0,0,0,4,1,3,0
BASARABEASCA,2024-03-26,28,39,67,26,35,2,1,0,0,0,3,2,3,0
BASARABEASCA,2024-03-27,27,28,55,26,25,1,2,0,0,0,1,3,3,0
BASARABEASCA,2024-03-28,22,32,54,20,25,2,3,0,0,0,4,4,3,0
BASARABEASCA,2024-03-29,28,36,64,25,34,2,1,1,0,0,1,5,3,0
BASARABEASCA,2024-03-30,40,57,97,38,45,1,2,0,0,1,10,6,3,1
BASARABEASCA,2024-03-31,29,50,79,24,43,2,2,0,0,3,5,7,3,1
BASARABEASCA,2024-04-01,21,25,46,19,22,2,2,0,0,0,1,1,4,0
BASARABEASCA,2024-04-02,20,27,47,15,22,2,1,0,0,3,4,2,4,0
BASARABEASCA,2024-04-03,26,33,59,23,27,1,2,0,0,2,4,3,4,0
BASARABEASCA,2024-04-04,30,35,65,26,30,2,2,0,0,2,3,4,4,0
BASARABEASCA,2024-04-05,29,43,72,26,36,2,1,0,0,1,6,5,4,0
BASARABEASCA,2024-04-06,42,54,96,40,48,1,2,0,0,1,4,6,4,1
BASARABEASCA,2024-04-07,38,56,94,32,48,2,2,0,0,4,6,7,4,1
BASARABEASCA,2024-04-08,28,35,63,26,29,2,2,0,0,0,4,1,4,0
BASARABEASCA,2024-04-09,37,44,81,34,40,2,1,0,0,1,3,2,4,0
BASARABEASCA,2024-04-10,30,46,76,27,40,1,2,0,0,2,4,3,4,0
BASARABEASCA,2024-04-11,29,37,66,23,28,2,3,0,0,4,6,4,4,0
BASARABEASCA,2024-04-12,27,32,59,22,27,2,1,0,0,3,4,5,4,0
BASARABEASCA,2024-04-13,48,64,112,44,53,1,2,0,0,3,9,6,4,1
BASARABEASCA,2024-04-14,37,47,84,33,38,2,2,0,0,2,7,7,4,1
BASARABEASCA,2024-04-15,22,25,47,20,23,2,2,0,0,0,0,1,4,0
BASARABEASCA,2024-04-16,24,32,56,20,26,2,1,0,0,2,5,2,4,0
BASARABEASCA,2024-04-17,24,29,53,21,24,1,2,0,0,2,3,3,4,0
BASARABEASCA,2024-04-18,27,35,62,20,29,2,2,1,0,4,4,4,4,0
BASARABEASCA,2024-04-19,30,41,71,27,34,2,1,0,0,1,6,5,4,0
BASARABEASCA,2024-04-20,38,53,91,36,45,1,2,0,0,1,6,6,4,1
BASARABEASCA,2024-04-21,46,50,96,42,44,2,2,0,0,2,4,7,4,1
BASARABEASCA,2024-04-22,22,32,54,20,28,2,3,0,0,0,1,1,4,0
BASARABEASCA,2024-04-23,31,40,71,27,34,2,2,0,0,2,4,2,4,0
BASARABEASCA,2024-04-24,23,35,58,20,25,1,3,0,0,2,7,3,4,0
BASARABEASCA,2024-04-25,35,49,84,31,40,2,2,0,0,2,7,4,4,0
BASARABEASCA,2024-04-26,35,47,82,29,43,2,1,0,0,4,3,5,4,0
BASARABEASCA,2024-04-27,38,49,87,33,38,1,2,0,0,4,9,6,4,1
BASARABEASCA,2024-04-28,31,42,73,28,35,2,2,0,0,1,5,7,4,1
BASARABEASCA,2024-04-29,33,40,73,29,30,2,2,0,0,2,8,1,4,0
BASARABEASCA,2024-04-30,34,40,74,28,36,2,1,1,1,3,2,2,4,0
BASARABEASCA,2024-05-01,40,44,84,35,36,1,2,0,0,4,6,3,5,0
BASARABEASCA,2024-05-02,30,36,66,27,31,2,2,0,0,1,3,4,5,0
BASARABEASCA,2024-05-03,50,75,125,44,59,2,2,0,0,4,14,5,5,0
BASARABEASCA,2024-05-04,48,73,121,44,63,2,2,0,0,2,8,6,5,1
BASARABEASCA,2024-05-05,29,47,76,28,45,1,1,0,0,0,1,7,5,1
BASARABEASCA,2024-05-06,63,45,108,58,38,2,2,0,0,3,5,1,5,0
BASARABEASCA,2024-05-07,37,46,83,30,39,2,2,0,0,5,5,2,5,0
BASARABEASCA,2024-05-08,35,51,86,32,43,2,2,0,0,1,6,3,5,0
BASARABEASCA,2024-05-09,36,54,90,32,45,2,2,0,0,2,7,4,5,0
BASARABEASCA,2024-05-10,44,69,113,39,58,2,2,0,0,3,9,5,5,0
BASARABEASCA,2024-05-11,50,89,139,44,79,2,2,0,0,4,8,6,5,1
BASARABEASCA,2024-05-12,98,98,196,95,92,2,3,0,0,1,3,7,5,1
BASARABEASCA,2024-05-13,104,71,175,101,67,2,2,0,0,1,2,1,5,0
BASARABEASCA,2024-05-14,38,64,102,35,58,2,2,0,0,1,4,2,5,0
BASARABEASCA,2024-05-15,43,46,89,35,40,2,2,0,0,6,4,3,5,0
BASARABEASCA,2024-05-16,34,34,68,29,28,2,2,0,0,3,4,4,5,0
BASARABEASCA,2024-05-17,32,41,73,27,35,2,2,0,0,3,4,5,5,0
BASARABEASCA,2024-05-18,41,52,93,37,41,2,3,0,0,2,8,6,5,1
BASARABEASCA,2024-05-19,40,54,94,35,46,2,3,0,0,3,5,7,5,1
BASARABEASCA,2024-05-20,22,23,45,19,19,2,2,0,0,1,2,1,5,0
BASARABEASCA,2024-05-21,31,39,70,26,29,2,2,1,1,2,7,2,5,0
BASARABEASCA,2024-05-22,36,49,85,31,38,2,2,0,0,3,9,3,5,0
BASARABEASCA,2024-05-23,29,38,67,25,29,2,2,0,0,2,7,4,5,0
BASARABEASCA,2024-05-24,45,46,91,39,37,2,2,0,0,4,7,5,5,0
BASARABEASCA,2024-05-25,50,65,115,46,53,1,1,0,0,3,11,6,5,1
BASARABEASCA,2024-05-26,31,48,79,25,38,2,2,0,0,4,8,7,5,1
BASARABEASCA,2024-05-27,30,49,79,27,41,2,2,0,0,1,6,1,5,0
BASARABEASCA,2024-05-28,35,40,75,29,34,2,2,0,0,4,4,2,5,0
BASARABEASCA,2024-05-29,34,51,85,30,40,2,2,0,0,2,9,3,5,0
BASARABEASCA,2024-05-30,31,40,71,27,31,2,2,0,0,2,7,4,5,0
BASARABEASCA,2024-05-31,38,44,82,33,33,2,2,0,0,3,9,5,5,0
BASARABEASCA,2024-06-01,55,55,110,50,49,2,2,0,0,3,4,6,6,1
BASARABEASCA,2024-06-02,28,42,70,25,38,2,2,0,0,1,2,7,6,1
BASARABEASCA,2024-06-03,27,36,63,25,29,2,2,0,0,0,5,1,6,0
BASARABEASCA,2024-06-04,39,41,80,33,33,2,2,0,0,4,6,2,6,0
BASARABEASCA,2024-06-05,32,46,78,27,40,2,2,0,0,3,4,3,6,0
BASARABEASCA,2024-06-06,23,35,58,19,21,2,2,0,0,2,12,4,6,0
BASARABEASCA,2024-06-07,36,43,79,29,36,2,2,0,0,5,5,5,6,0
BASARABEASCA,2024-06-08,59,72,131,53,61,3,3,1,1,2,7,6,6,1
BASARABEASCA,2024-06-09,43,53,96,39,47,2,2,0,0,2,4,7,6,1
BASARABEASCA,2024-06-10,25,44,69,23,36,2,2,0,0,0,6,1,6,0
BASARABEASCA,2024-06-11,43,41,84,38,33,2,2,0,0,3,6,2,6,0
BASARABEASCA,2024-06-12,28,50,78,25,43,2,2,0,0,1,5,3,6,0
BASARABEASCA,2024-06-13,38,41,79,34,35,2,2,0,0,2,4,4,6,0
BASARABEASCA,2024-06-14,38,56,94,35,48,2,2,0,0,1,6,5,6,0
BASARABEASCA,2024-06-15,42,60,102,39,54,2,2,0,0,1,4,6,6,1
BASARABEASCA,2024-06-16,35,48,83,30,42,2,2,0,0,3,4,7,6,1
BASARABEASCA,2024-06-17,32,47,79,29,37,2,2,0,0,1,8,1,6,0
BASARABEASCA,2024-06-18,42,51,93,39,45,2,2,0,0,1,4,2,6,0
BASARABEASCA,2024-06-19,31,43,74,28,37,2,3,0,0,1,3,3,6,0
BASARABEASCA,2024-06-20,30,44,74,27,37,2,2,0,0,1,5,4,6,0
BASARABEASCA,2024-06-21,32,37,69,29,27,2,2,0,0,1,8,5,6,0
BASARABEASCA,2024-06-22,47,61,108,44,53,2,2,0,0,1,6,6,6,1
BASARABEASCA,2024-06-23,43,58,101,41,55,2,2,0,0,0,1,7,6,1
BASARABEASCA,2024-06-24,34,44,78,30,38,2,2,0,0,2,4,1,6,0
BASARABEASCA,2024-06-25,24,41,65,21,35,2,2,0,0,1,4,2,6,0
BASARABEASCA,2024-06-26,39,40,79,35,32,2,2,0,0,2,6,3,6,0
BASARABEASCA,2024-06-27,30,45,75,27,37,2,2,0,0,1,6,4,6,0
BASARABEASCA,2024-06-28,42,56,98,36,44,3,2,0,0,3,10,5,6,0
BASARABEASCA,2024-06-29,49,60,109,45,52,2,2,0,0,2,6,6,6,1
BASARABEASCA,2024-06-30,42,47,89,36,42,2,2,0,0,4,3,7,6,1
BASARABEASCA,2024-07-01,17,23,40,14,18,2,3,0,0,1,2,1,7,0
BASARABEASCA,2024-07-02,34,43,77,31,39,2,2,0,0,1,2,2,7,0
BASARABEASCA,2024-07-03,28,35,63,24,29,2,3,0,0,2,3,3,7,0
BASARABEASCA,2024-07-04,32,41,73,28,35,2,3,0,0,2,3,4,7,0
BASARABEASCA,2024-07-05,36,52,88,32,44,2,3,0,0,2,5,5,7,0
BASARABEASCA,2024-07-06,48,62,110,44,58,2,2,0,0,2,2,6,7,1
BASARABEASCA,2024-07-07,43,60,103,41,54,2,2,0,0,0,4,7,7,1
BASARABEASCA,2024-07-08,45,51,96,40,45,2,2,0,0,3,4,1,7,0
BASARABEASCA,2024-07-09,27,37,64,22,28,2,2,0,0,3,7,2,7,0
BASARABEASCA,2024-07-10,27,43,70,23,37,3,2,0,0,1,4,3,7,0
BASARABEASCA,2024-07-11,18,29,47,17,20,1,2,0,0,0,7,4,7,0
BASARABEASCA,2024-07-12,50,65,115,45,55,2,2,0,0,3,8,5,7,0
BASARABEASCA,2024-07-13,51,61,112,47,53,2,2,0,0,2,6,6,7,1
BASARABEASCA,2024-07-14,51,49,100,46,42,2,2,0,0,3,5,7,7,1
BASARABEASCA,2024-07-15,31,47,78,28,43,2,2,0,0,1,2,1,7,0
BASARABEASCA,2024-07-16,37,48,85,34,42,2,2,0,0,1,4,2,7,0
BASARABEASCA,2024-07-17,36,44,80,31,33,2,2,0,0,3,9,3,7,0
BASARABEASCA,2024-07-18,45,57,102,42,51,2,2,0,0,1,4,4,7,0
BASARABEASCA,2024-07-19,35,55,90,31,44,2,3,0,0,2,8,5,7,0
BASARABEASCA,2024-07-20,50,71,121,46,65,2,2,0,0,2,4,6,7,1
BASARABEASCA,2024-07-21,52,56,108,44,50,3,2,0,0,5,4,7,7,1
BASARABEASCA,2024-07-22,37,56,93,33,47,2,3,0,0,2,6,1,7,0
BASARABEASCA,2024-07-23,37,49,86,33,41,2,2,0,0,2,6,2,7,0
BASARABEASCA,2024-07-24,36,45,81,33,39,2,2,0,0,1,4,3,7,0
BASARABEASCA,2024-07-25,34,50,84,28,32,2,3,0,0,4,15,4,7,0
BASARABEASCA,2024-07-26,39,53,92,34,37,2,2,0,0,3,14,5,7,0
BASARABEASCA,2024-07-27,47,47,94,40,41,2,2,0,0,5,4,6,7,1
BASARABEASCA,2024-07-28,46,56,102,43,50,2,2,0,0,1,4,7,7,1
BASARABEASCA,2024-07-29,32,44,76,30,38,2,2,0,0,0,4,1,7,0
BASARABEASCA,2024-07-30,44,61,105,40,53,2,2,0,0,2,6,2,7,0
BASARABEASCA,2024-07-31,42,48,90,39,39,2,2,0,0,1,7,3,7,0
BASARABEASCA,2024-08-01,31,46,77,27,37,2,2,0,0,2,7,4,8,0
BASARABEASCA,2024-08-02,40,57,97,36,46,2,4,0,0,2,7,5,8,0
BASARABEASCA,2024-08-03,51,62,113,47,53,2,2,0,0,2,7,6,8,1
BASARABEASCA,2024-08-04,50,65,115,46,57,2,2,0,0,2,6,7,8,1
BASARABEASCA,2024-08-05,35,53,88,32,47,2,2,0,0,1,4,1,8,0
BASARABEASCA,2024-08-06,43,51,94,37,43,2,3,0,0,4,5,2,8,0
BASARABEASCA,2024-08-07,45,50,95,40,45,2,2,0,0,3,3,3,8,0
BASARABEASCA,2024-08-08,24,43,67,21,35,2,2,0,0,1,6,4,8,0
BASARABEASCA,2024-08-09,39,61,100,36,51,2,3,0,0,1,7,5,8,0
BASARABEASCA,2024-08-10,44,62,106,42,58,2,2,0,0,0,2,6,8,1
BASARABEASCA,2024-08-11,48,58,106,44,50,2,2,0,0,2,6,7,8,1
BASARABEASCA,2024-08-12,46,58,104,44,52,2,2,0,0,0,4,1,8,0
BASARABEASCA,2024-08-13,45,53,98,40,45,2,2,0,0,3,6,2,8,0
BASARABEASCA,2024-08-14,33,50,83,30,43,2,3,0,0,1,4,3,8,0
BASARABEASCA,2024-08-15,39,62,101,35,55,3,3,0,0,1,4,4,8,0
BASARABEASCA,2024-08-16,35,60,95,31,52,3,2,0,0,1,6,5,8,0
BASARABEASCA,2024-08-17,38,59,97,36,52,2,3,0,0,0,4,6,8,1
BASARABEASCA,2024-08-18,76,56,132,69,50,3,2,0,0,4,4,7,8,1
BASARABEASCA,2024-08-19,38,48,86,35,41,2,4,0,0,1,3,1,8,0
BASARABEASCA,2024-08-20,36,45,81,32,37,2,3,0,0,2,5,2,8,0
BASARABEASCA,2024-08-21,31,54,85,28,47,2,2,0,0,1,5,3,8,0
